"time","tweet","time2","tweet2","class","cosine","dice","jaccard","manhattan","overlap","cosine_tfidf","dice_tfidf","manhattan_tfidf","lcs"
"2016-07-06 11:19:18","#CelotehJKT : 11.07: RT fauzan_ramon89: Per3an Jatikencana, Jogja lalin lancar. #InfoMudik https://t.co/X98oUifm0O","2016-07-06 10:55:59","10.55: RT @fauzan_ramon89: Lalin di Pertigaan Jatikencana, Jogja lancar. https://t.co/oQU8jj0dYV","similar",0.589255650988789,0.588235294117647,0.416666666666667,0.829268292682927,0.625,0.475505289143681,0.463179562391238,0.900079945111165,0.727272727272727
"2016-07-06 11:24:12","#Lalin 11.07: RT fauzan_ramon89: Per3an Jatikencana, Jogja lalin lancar. #InfoMudik https://t.co/jgsNxCoLa4","2016-07-06 10:55:59","10.55: RT @fauzan_ramon89: Lalin di Pertigaan Jatikencana, Jogja lancar. https://t.co/oQU8jj0dYV","similar",0.589255650988789,0.588235294117647,0.416666666666667,0.829268292682927,0.625,0.475505289143681,0.463179562391238,0.900079945111165,0.727272727272727
"2016-07-06 11:50:25","RT @CelotehSMG: #Lalin 11.07: RT fauzan_ramon89: Per3an Jatikencana, Jogja lalin lancar. #InfoMudik https://t.co/jgsNxCoLa4","2016-07-06 10:55:59","10.55: RT @fauzan_ramon89: Lalin di Pertigaan Jatikencana, Jogja lancar. https://t.co/oQU8jj0dYV","similar",0.589255650988789,0.588235294117647,0.416666666666667,0.829268292682927,0.625,0.475505289143681,0.463179562391238,0.900079945111165,0.727272727272727
"2016-07-06 12:00:27","#Lalin 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/kkWgpdztsL","2016-07-06 11:58:47","11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx","similar",0.948683298050514,0.947368421052632,0.9,0.975609756097561,1,0.887686417838694,0.881423744878435,0.979089827606108,0.867256637168142
"2016-07-06 12:02:43","RT @RadioElshinta: 11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx","2016-07-06 11:58:47","11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 12:03:14","RadioElshinta : 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #Info… https://t.co/gVxGYsnpdw) https://t.co/LsCIAq4VqJ","2016-07-06 11:58:47","11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx","similar",0.904534033733291,0.9,0.818181818181818,0.951219512195122,1,0.775699158487273,0.751333875473796,0.953822227098491,0.771653543307087
"2016-07-06 12:13:38","#CelotehJKT : 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/USdb3eCxY6","2016-07-06 11:58:47","11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx","similar",0.948683298050514,0.947368421052632,0.9,0.975609756097561,1,0.887686417838694,0.881423744878435,0.979089827606108,0.867256637168142
"2016-07-06 12:16:21","RT @CelotehJKT: #CelotehJKT : 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/USdb3eCxY6","2016-07-06 11:58:47","11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx","similar",0.948683298050514,0.947368421052632,0.9,0.975609756097561,1,0.887686417838694,0.881423744878435,0.979089827606108,0.867256637168142
"2016-07-06 12:25:16","RT @CelotehSMG: #Lalin 11.58: RT pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/kkWgpdztsL","2016-07-06 11:58:47","11.58: RT @pramuditabogy1: Jl Magelang Jogja, padat merayap dua arah. #InfoMudik https://t.co/CWDyLZellx","similar",0.948683298050514,0.947368421052632,0.9,0.975609756097561,1,0.887686417838694,0.881423744878435,0.979089827606108,0.867256637168142
"2016-07-06 12:35:15","RT @ATCS_DIY: 12.33 WIB kondisi lalin sp Bandara terpantau lancar. Patuhi rmabu dan marka. https://t.co/MhEVYXPW0i","2016-07-06 12:34:16","12.33 WIB kondisi lalin sp Bandara terpantau lancar. Patuhi rmabu dan marka. https://t.co/MhEVYXPW0i","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 12:40:05","lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via @ikabaskoro)","2016-07-06 12:39:41","@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya","similar",0.953462589245592,0.952380952380952,0.909090909090909,0.975609756097561,1,0.946857330253275,0.94544736130082,0.98599618776595,0.971014492753623
"2016-07-06 12:45:17","https://t.co/YI0JTRVfN4 lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via ikabaskoro)","2016-07-06 12:39:41","@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya","similar",0.912870929175277,0.909090909090909,0.833333333333333,0.951219512195122,1,0.83355135483692,0.819925228195268,0.962537083325941,0.899328859060403
"2016-07-06 12:45:33","RT @lewatmana: lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via @ikabaskoro)","2016-07-06 12:39:41","@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya","similar",0.953462589245592,0.952380952380952,0.909090909090909,0.975609756097561,1,0.946857330253275,0.94544736130082,0.98599618776595,0.971014492753623
"2016-07-06 12:50:39","lewatmana: lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via ikabaskoro)","2016-07-06 12:39:41","@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya","similar",0.877058019307029,0.869565217391304,0.769230769230769,0.926829268292683,1,0.742280025425372,0.710492418217418,0.937269482818324,0.842767295597484
"2016-07-06 12:53:08","https://t.co/prywspIZa7 lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya (via ikabaskoro)","2016-07-06 12:39:41","@RadioElshinta @lewatmana lalin Jogja Solo terpantau ramai lancar demikian jg arah sebaliknya","similar",0.912870929175277,0.909090909090909,0.833333333333333,0.951219512195122,1,0.83355135483692,0.819925228195268,0.962537083325941,0.899328859060403
"2016-07-06 13:16:56","RT @lalinjogja: 13.14 Arus lalulintas di simpang Tugu Jogja, lengang.","2016-07-06 13:16:29","13.14 Arus lalulintas di simpang Tugu Jogja, lengang.","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 13:24:10","RT @lalinjogja: 13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah","2016-07-06 13:21:51","13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 13:43:00","[Jogja] REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/1iZutE9JNd","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.957427107756338,0.956521739130435,0.916666666666667,0.975609756097561,1,0.985820591008976,0.985720073439462,0.993668800942356,0.958904109589041
"2016-07-06 13:49:47","RT @tribunjogja: REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 13:52:33","[POSKOTRAFFIC] Arus lalulintas di simpang Tugu Jogja, lengang #POSKO3","2016-07-06 13:16:29","13.14 Arus lalulintas di simpang Tugu Jogja, lengang.","similar",0.824957911384305,0.823529411764706,0.7,0.926829268292683,0.875,0.665179568703593,0.664339553898384,0.938435009044755,0.844036697247706
"2016-07-06 13:52:51","[POSKOTRAFFIC] Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah","2016-07-06 13:21:51","13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah","similar",0.889499179993321,0.888888888888889,0.8,0.926829268292683,0.923076923076923,0.922357621172919,0.922329569866762,0.940820647755928,0.894409937888199
"2016-07-06 13:53:12","[POSKOTRAFFIC] Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang #POSKO3","2016-07-06 13:21:51","13.18 Arus lalin di simpang Abu Bakar Ali, Jl Malioboro, lengang. Cuaca cerah","similar",0.80582296402538,0.8,0.666666666666667,0.878048780487805,0.909090909090909,0.844323683624843,0.841374760066799,0.893902438875909,0.805369127516778
"2016-07-06 13:58:36","#BeritaJogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: Arus lal... https://t.co/Kv7OcqYqBu [TribunJogja]","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.904534033733291,0.888888888888889,0.846153846153846,0.926829268292683,1,0.536096115295508,0.42817843277684,0.906357026423739,0.869565217391304
"2016-07-06 13:58:38","#jogja #infojogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: A... https://t.co/BvBVe06eEV @prambanantrans","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.957427107756338,0.956521739130435,0.916666666666667,0.975609756097561,1,0.112515116005253,0.025002776230005,0.671521193400977,0.985915492957746
"2016-07-06 13:58:39","#jogja #infojogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: A... https://t.co/McvIkAZgJU @prambanantrans","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.957427107756338,0.956521739130435,0.916666666666667,0.975609756097561,1,0.112515116005253,0.025002776230005,0.671521193400977,0.985915492957746
"2016-07-06 13:59:05","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/AMfzT2b4hq #Jogja","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 13:59:05","#Seputar #Jogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/RvMSjO2bKq #RentalMobilJogja","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 13:59:07","#Seputar #Jogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/hFcg8nyNga #RentalMobilJogja","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 14:03:06","#InfoJogja REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/AMyopQhDyW","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 14:03:14","#jogja #update REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: Arus lalu lint... https://t.co/VxTnDfF2S7 #news","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.923869770874312,0.896551724137931,0.916666666666667,0.926829268292683,1,0.58355039597607,0.484321403887126,0.928884602970875,0.903225806451613
"2016-07-06 14:03:16","Kumpulan #Berita REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: ... https://t.co/lIMNm3lwLz via Tribun #jogja","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.886405260427918,0.88,0.785714285714286,0.926829268292683,1,0.697974558024563,0.655162463440657,0.936123329303467,0.875
"2016-07-06 14:03:18","#beritainyangada REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: ... https://t.co/G8eGaS9OHm via Tribun #jogja","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.9198662110078,0.916666666666667,0.846153846153846,0.951219512195122,1,0.818301902001049,0.802121205794536,0.963939861857201,0.927152317880795
"2016-07-06 14:03:20","#Berita #Terkini REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap: ... https://t.co/cqP0hvDWRJ via Tribun #Jogja","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.9198662110078,0.916666666666667,0.846153846153846,0.951219512195122,1,0.818301902001049,0.802121205794536,0.963939861857201,0.927152317880795
"2016-07-06 14:03:21","#Dunia Dalam #Berita REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Meray... https://t.co/I1FxFEdp6M via Tribun #Jogja","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.80582296402538,0.8,0.666666666666667,0.878048780487805,0.909090909090909,0.580689742967431,0.523003310233567,0.898113420834675,0.890322580645161
"2016-07-06 14:20:53","ATCS_DIY : 14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar … https://t.co/c77aXnVdoL) https://t.co/iYd5hUflrD","2016-07-06 14:17:08","14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar https://t.co/5CbK9YZi4X","similar",0.925820099772552,0.923076923076923,0.857142857142857,0.951219512195122,1,0.912042384785457,0.908190451063255,0.976531477670692,0.942675159235669
"2016-07-06 14:20:57","ATCS_DIY : 14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian ken… https://t.co/NmdGZrz3gY) https://t.co/VGiTkLTmIp","2016-07-06 14:18:08","14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI","similar",0.8125,0.8125,0.68421052631579,0.853658536585366,0.8125,0.716740501005822,0.716734524154189,0.900282396281872,0.851282051282051
"2016-07-06 14:24:48","RT @ATCS_DIY: 14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI","2016-07-06 14:18:08","14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 14:25:51","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten ... - https://t.co/H2BuHfGdSj https://t.co/cHSnvxTcz9 #Klaten","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",0.904534033733291,0.9,0.818181818181818,0.951219512195122,1,0.944398257081928,0.942855006144161,0.983049062349471,0.888888888888889
"2016-07-06 14:37:38","ATCS_DIY : 14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian ken… https://t.co/NmdGZrz3gY) https://t.co/IVV5UgoBls","2016-07-06 14:18:08","14.17 wib, kondisi lalin sp condong catur dari arah barat terpantau antrian kend cukup panjang https://t.co/OssUygq5wI","similar",0.8125,0.8125,0.68421052631579,0.853658536585366,0.8125,0.716740501005822,0.716734524154189,0.900282396281872,0.851282051282051
"2016-07-06 14:38:04","RT @ATCS_DIY: 14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar https://t.co/CBlrgVsEiN","2016-07-06 14:37:37","14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar https://t.co/CBlrgVsEiN","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 14:38:10","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap - https://t.co/ZSENXBWYdt https://t.co/3TQMclJUT0 #Klaten #Nobar","2016-07-06 13:27:45","REALTIME NEWS: Bersiap! Arus Lalu Lintas Masuk Kota Klaten Padat Merayap https://t.co/SJZlvVgSsC","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 14:41:03","RT @ATCS_DIY: 14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar https://t.co/5CbK9YZi4X","2016-07-06 14:17:08","14.16 wib, kondisi lalin sp prambanan dari arah timur terpantau lancar https://t.co/5CbK9YZi4X","similar",1,1,1,1,1,1,1,1,1
"2016-07-06 14:55:17","ATCS_DIY : 14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar … https://t.co/B7HAU0vw6a) https://t.co/ugVrP84MNY","2016-07-06 14:37:37","14.37 wib, kondisi lalin sp gamping dari arah barat terpantau lancar https://t.co/CBlrgVsEiN","similar",0.925820099772552,0.923076923076923,0.857142857142857,0.951219512195122,1,0.933071181414501,0.930836811392091,0.976531477670692,0.941176470588235
"2016-07-06 15:24:42","RT @ATCS_DIY: 15.22 WIB kondisi lalin sp Kidsfun terpantau ramai. https://t.co/iVjMpxLSzE","2016-07-06 15:24:07","15.22 WIB kondisi lalin sp Kidsfun terpantau ramai. https://t.co/iVjMpxLSzE","similar",1,1,1,1,1,1,1,1,1
